id,governorate,question_tag,question_tag_order,question_map,question_raw,question_en,question_ar,question_scale,answer_raw,answer_en,answer_ar,answer_rank,answer_count,answer_pct
4,al-Baidha,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,12.0,30.0
4,al-Baidha,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I somewhat agree,Agree,,4,1.0,2.5
4,al-Baidha,governance,13.0,,Please tell me how much you agree with (Community leaders understand my problems and help me solve them ),Community leaders understand my problems and help me solve them,,5.0,I agree,Strongly agree,,5,3.0,7.5
4,al-Baidha,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,5.0,No,No,,1,33.0,82.5
4,al-Baidha,media access,1.0,y,Do you have internet access?,Do you have access to the internet? ,,5.0,Yes,Yes,,2,7.0,17.5
4,al-Baidha,media access,2.0,,Please indicate whether they are provided at your school/university/work place? Internet,"Is internet access provided at your school, university, workplace?",,2.0,No,No,,1,20.0,50.0
4,al-Baidha,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,3,Sometimes,,3,1.0,2.5
4,al-Baidha,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,4,Often,,4,1.0,2.5
4,al-Baidha,media access,3.0,,How often do you use social media?,How often do you use social media? ,,5.0,I frequently use social media,Always,,5,5.0,12.5
4,al-Baidha,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Never,Never,,1,14.0,35.0
4,al-Baidha,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,At least once a week,At least once a week,,3,1.0,2.5
4,al-Baidha,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Most days of week,Most days of the week,,4,5.0,12.5
4,al-Baidha,media access,4.0,,How often do you use TV,How often do you watch TV?,,5.0,Daily,Daily,,5,20.0,50.0
4,al-Baidha,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,Less,Less frequently,,1,9.0,22.5
4,al-Baidha,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,The same,The same as before,,2,15.0,37.5
4,al-Baidha,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,More,More frequently,,3,2.0,5.0
4,al-Baidha,media access,5.0,,"Compare to the period before war, do you use TV more or less",Do you watch TV more or less frequently these days than you did before the war started?,,3.0,Not applicable,Not applicable,,x,14.0,35.0
4,al-Baidha,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Never,Never,,1,36.0,90.0
4,al-Baidha,media access,6.0,,How often do you use Radio,How often do you listen to the radio?,,5.0,Less than once a week,Less than once a week,,2,4.0,10.0
4,al-Baidha,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,Less,Less frequently,,1,3.0,7.5
4,al-Baidha,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,The same,The same as before,,2,1.0,2.5
4,al-Baidha,media access,7.0,,"Compare to the period before war, do you use Radio more or less",Do you listen to the radio more or less frequently these days than you did before the war started?,,3.0,Not applicable,Not applicable,,x,36.0,90.0
4,al-Baidha,media access,8.0,,How often do you use Newspaper,How often do you read the newspaper?,,5.0,Never,Never,,1,37.0,92.5
4,al-Baidha,media access,8.0,,How often do you use Newspaper,How often do you read the newspaper?,,5.0,Less than once a week,Less than once a week,,2,3.0,7.5
4,al-Baidha,media access,9.0,,"Compare to the period before war, do you use Newspaper more or less",Do you read newspapers more or less frequently these days than you did before the war started?,,3.0,Less,Less frequently,,1,3.0,7.5
4,al-Baidha,media access,9.0,,"Compare to the period before war, do you use Newspaper more or less",Do you read newspapers more or less frequently these days than you did before the war started?,,3.0,Not applicable,Not applicable,,x,37.0,92.5
4,al-Baidha,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,5.0,In a very bad direction,The wrong direction,,1,35.0,87.5
4,al-Baidha,politics,1.0,y,"In general, what do you think about the current situation in Yemen, is it going in the right direction or in the wrong direction?",Is the situation in Yemen heading in the right or wrong direction? ,,5.0,To some extent in a bad direction,Tending to the wrong direction,,2,5.0,12.5
4,al-Baidha,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,5.0,2,No,,2,1.0,2.5
4,al-Baidha,politics,2.0,y,How much do you believe Yemen should be divided into regions?,Should Yemen be divided into regions?,,5.0,I strongly believe Yemen should be divided into regions,Absolutely,,5,8.0,20.0
4,al-Baidha,politics,3.0,y,How much do you believe south Yemen should be independent?,Should south Yemen become independent?,,5.0,2,No,,2,1.0,2.5
4,al-Baidha,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,Not aware at all,Not knowledgeable at all,,1,24.0,60.0
4,al-Baidha,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,2,Not very knowledgeable,,2,10.0,25.0
4,al-Baidha,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,3,Reasonably knowledgeable,,3,3.0,7.5
4,al-Baidha,politics,4.0,,How do evaluate your knowledge on the NDC outcomes?,How knowledgeable are you about the NDC outcomes?,,5.0,Very aware,Very knowledgeable,,5,3.0,7.5
4,al-Baidha,politics,5.0,,What in your opinion is the most important outcome of the NDC?,What is the most important outcome of the NDC?,,,Dividing Yemen into regions,Dividing Yemen into regions,,2,6.0,15.0
4,al-Baidha,politics,6.0,,How do evaluate Yemen's future if the NDC outcomes were implemented?,Would the implementation of the NDC outcomes be good or bad for Yemen's future?,,5.0,Very bad,Very bad,,1,1.0,2.5
4,al-Baidha,politics,6.0,,How do evaluate Yemen's future if the NDC outcomes were implemented?,Would the implementation of the NDC outcomes be good or bad for Yemen's future?,,5.0,3,Neither good nor bad,,3,2.0,5.0
4,al-Baidha,politics,6.0,,How do evaluate Yemen's future if the NDC outcomes were implemented?,Would the implementation of the NDC outcomes be good or bad for Yemen's future?,,5.0,4,Good,,4,1.0,2.5
4,al-Baidha,politics,6.0,,How do evaluate Yemen's future if the NDC outcomes were implemented?,Would the implementation of the NDC outcomes be good or bad for Yemen's future?,,5.0,Very good,Very good,,5,2.0,5.0
4,al-Baidha,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Not available,Never,,1,5.0,12.5
4,al-Baidha,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Hardly available,Hardly ever,,2,20.0,50.0
4,al-Baidha,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,Somewhat available,Sometimes,,3,14.0,35.0
4,al-Baidha,public services,1.0,y,"According to your opinion, how available are these services and products in your area? Health Care",Is healthcare available in your area?,,4.0,I have never heard about it,,,dk,1.0,2.5
4,al-Baidha,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,4.0,Not available,Never,,1,2.0,5.0
4,al-Baidha,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,4.0,Hardly available,Hardly ever,,2,6.0,15.0
4,al-Baidha,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,4.0,Somewhat available,Sometimes,,3,15.0,37.5
4,al-Baidha,public services,2.0,y,"According to your opinion, how available are these services and products in your area? Education",Is education available in your area?,,4.0,Very available,Always,,4,17.0,42.5
4,al-Baidha,public services,3.0,,"According to your opinion, how available are these services and products in your area? Social Services",Are social services available in your area?,,4.0,Not available,Never,,1,23.0,57.49999999999999
4,al-Baidha,public services,3.0,,"According to your opinion, how available are these services and products in your area? Social Services",Are social services available in your area?,,4.0,Hardly available,Hardly ever,,2,1.0,2.5
4,al-Baidha,public services,3.0,,"According to your opinion, how available are these services and products in your area? Social Services",Are social services available in your area?,,4.0,I have never heard about it,,,dk,15.0,37.5
4,al-Baidha,public services,4.0,,Have your family received any assistances since the beginning of the war?,"Since the beginning of the war, has your family received any form of assistance? ",,2.0,No,No,,1,29.0,72.5
4,al-Baidha,public services,4.0,,Have your family received any assistances since the beginning of the war?,"Since the beginning of the war, has your family received any form of assistance? ",,2.0,Yes,Yes,,2,11.0,27.500000000000004
4,al-Baidha,public services,5.0,,(If yes) How many times?,"If yes, how many times has your family received assistance?",,,1,1,,1,1.0,2.5
4,al-Baidha,public services,5.0,,(If yes) How many times?,"If yes, how many times has your family received assistance?",,,2,2,,2,3.0,7.5
4,al-Baidha,public services,5.0,,(If yes) How many times?,"If yes, how many times has your family received assistance?",,,4,4,,4,1.0,2.5
4,al-Baidha,public services,5.0,,(If yes) How many times?,"If yes, how many times has your family received assistance?",,,6,6,,6,2.0,5.0
4,al-Baidha,public services,5.0,,(If yes) How many times?,"If yes, how many times has your family received assistance?",,,8,Other,,x,2.0,5.0
4,al-Baidha,public services,5.0,,(If yes) How many times?,"If yes, how many times has your family received assistance?",,,12,,,x,2.0,5.0
4,al-Baidha,public services,6.0,,Which organizations/entities provided you with those assistances? First answer,Which organization or entity has provided you with assistance? ,,,World Food Programme (WFP),World Food Programme (WFP),,1,10.0,25.0
4,al-Baidha,public services,7.0,,How much sufficient were those assistances to meet your needs?,"If you have received any assistance since the beginning of the war, did it meet your needs?",,5.0,Not sufficient at all,"No, it didn't meet our needs at all",,1,9.0,22.5
4,al-Baidha,public services,7.0,,How much sufficient were those assistances to meet your needs?,"If you have received any assistance since the beginning of the war, did it meet your needs?",,5.0,2,It was below average,,2,1.0,2.5
4,al-Baidha,public services,7.0,,How much sufficient were those assistances to meet your needs?,"If you have received any assistance since the beginning of the war, did it meet your needs?",,5.0,3,It was adequate,,3,1.0,2.5
4,al-Baidha,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Always unsafe,I never feel safe,,1,1.0,2.5
4,al-Baidha,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Mostly unsafe,I mostly feel unsafe,,2,5.0,12.5
4,al-Baidha,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Neither safe nor unsafe,I neither feel safe nor unsafe,,3,2.0,5.0
4,al-Baidha,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Mostly safe,I mostly feel safe,,4,2.0,5.0
4,al-Baidha,security,1.0,y,"On a scale ranging from 1 to 5 in which ""1"" means ""always very unsafe"" and ""5"" means ""always very safe"", how safe do you personally feel?",How safe do you personally feel?,,5.0,Always safe,I always feel safe,,5,30.0,75.0
4,al-Baidha,security,2.0,,What is the main threat that endangers your personal security?,What is the main threat to your personal security?,,,Spread of robbery groups/ kidnapping/ assassinations/ absence of state,Increased criminal activity and absence of the state,,1,6.0,15.0
4,al-Baidha,security,2.0,,What is the main threat that endangers your personal security?,What is the main threat to your personal security?,,,Airstrike by Arab alliance,Airstrikes by the Arab Alliance,,4,2.0,5.0
4,al-Baidha,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,Very bad,Very bad,,1,1.0,2.5
4,al-Baidha,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,2,Bad,,2,4.0,10.0
4,al-Baidha,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,3,Average,,3,2.0,5.0
4,al-Baidha,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,4,Good,,4,15.0,37.5
4,al-Baidha,security,3.0,y,How do evaluate the general security situation in your area?,How is the general security situation in your area?,,5.0,Very good,Very good,,5,17.0,42.5
4,al-Baidha,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a negative way,In a negative way,,1,1.0,2.5
4,al-Baidha,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Not active at all,Not active at all,,2,19.0,47.5
4,al-Baidha,security,4.0,y,"According to your opinion, Is Police active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the police in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,1.0,2.5
4,al-Baidha,security,5.0,,"In reality, who brings security to this area? First answer",Which organization or entity provides the most security to your area?,,,Aqil/ Sheikhs,The Aqil and Sheikhs,,1,15.0,37.5
4,al-Baidha,security,5.0,,"In reality, who brings security to this area? First answer",Which organization or entity provides the most security to your area?,,,The area citizens themselves,The area's own citizens,,2,20.0,50.0
4,al-Baidha,security,5.0,,"In reality, who brings security to this area? First answer",Which organization or entity provides the most security to your area?,,,Houthis,The Houthis,,3,3.0,7.5
4,al-Baidha,security,5.0,,"In reality, who brings security to this area? First answer",Which organization or entity provides the most security to your area?,,,None,Nobody does,,5,1.0,2.5
4,al-Baidha,security,6.0,,"In your opinion, what are the main reasons behind the deterioration of security situation in your area? First",What is the main reason behind the deterioration of the security situation in your area?,,,Military intervention by Arab alliance,Military intervention by the Arab Alliance,,1,1.0,2.5
4,al-Baidha,security,6.0,,"In your opinion, what are the main reasons behind the deterioration of security situation in your area? First",What is the main reason behind the deterioration of the security situation in your area?,,,War/ violent clashes,War and violent clashes,,2,1.0,2.5
4,al-Baidha,security,6.0,,"In your opinion, what are the main reasons behind the deterioration of security situation in your area? First",What is the main reason behind the deterioration of the security situation in your area?,,,Political and tribal differences,Political and tribal differences,,3,2.0,5.0
4,al-Baidha,work & education,1.0,,What is your status,What is your employment status?,,,School student,School student,,1,18.0,45.0
4,al-Baidha,work & education,1.0,,What is your status,What is your employment status?,,,I am unemployed,Unemployed,,3,3.0,7.5
4,al-Baidha,work & education,1.0,,What is your status,What is your employment status?,,,I am a housewife,Housewife,,4,9.0,22.5
4,al-Baidha,work & education,1.0,,What is your status,What is your employment status?,,,University student,University student,,5,2.0,5.0
4,al-Baidha,work & education,1.0,,What is your status,What is your employment status?,,,I work in my own business,Self-employed,,6,4.0,10.0
4,al-Baidha,work & education,1.0,,What is your status,What is your employment status?,,,I used to work in my own business but it closed because of other reasons,Other,,x,1.0,2.5
4,al-Baidha,work & education,2.0,,In what physical condition is your school/university/work/vocational training?,"What physical condition is your school, university, work, or vocational training building/s in?",,3.0,The building is old and needs construction,The building is old and needs to be renovated,,2,4.0,10.0
4,al-Baidha,work & education,2.0,,In what physical condition is your school/university/work/vocational training?,"What physical condition is your school, university, work, or vocational training building/s in?",,3.0,The building is in perfect condition,The building is in perfect condition,,3,16.0,40.0
4,al-Baidha,work & education,3.0,,How much time do you spend at school/university/work/vocational training?,"How much time per day do you spend at school, university, work, and/or vocational training? ",,4.0,1-4 hours,1-4 hours,,1,19.0,47.5
4,al-Baidha,work & education,3.0,,How much time do you spend at school/university/work/vocational training?,"How much time per day do you spend at school, university, work, and/or vocational training? ",,4.0,5-8 hours,5-8 hours,,2,3.0,7.5
4,al-Baidha,work & education,3.0,,How much time do you spend at school/university/work/vocational training?,"How much time per day do you spend at school, university, work, and/or vocational training? ",,4.0,9-12 hours,9-12 hours,,3,2.0,5.0
4,al-Baidha,work & education,4.0,,"On a scale ranging from 1 to 5 in which ""1"" means ""not prepared at all"" and ""5"" means ""very prepared"", how do evaluate how you feel in terms of how school/university/work/vocational training prepares you for a good future life?","Has your school, university, work or vocational training adequately prepared you to lead a good future life?",,5.0,Not prepared at all,Definitely not,,1,8.0,20.0
4,al-Baidha,work & education,4.0,,"On a scale ranging from 1 to 5 in which ""1"" means ""not prepared at all"" and ""5"" means ""very prepared"", how do evaluate how you feel in terms of how school/university/work/vocational training prepares you for a good future life?","Has your school, university, work or vocational training adequately prepared you to lead a good future life?",,5.0,3,I'm not sure,,3,4.0,10.0
4,al-Baidha,work & education,4.0,,"On a scale ranging from 1 to 5 in which ""1"" means ""not prepared at all"" and ""5"" means ""very prepared"", how do evaluate how you feel in terms of how school/university/work/vocational training prepares you for a good future life?","Has your school, university, work or vocational training adequately prepared you to lead a good future life?",,5.0,4,"Yes, mostly",,4,1.0,2.5
4,al-Baidha,work & education,4.0,,"On a scale ranging from 1 to 5 in which ""1"" means ""not prepared at all"" and ""5"" means ""very prepared"", how do evaluate how you feel in terms of how school/university/work/vocational training prepares you for a good future life?","Has your school, university, work or vocational training adequately prepared you to lead a good future life?",,5.0,Very prepared,"Yes, definitely",,5,7.0,17.5
4,al-Baidha,work & education,5.0,,How close is the school/university/work/vocational training you attend to your house?,"How close to your house is the school, university, work, or vocational training that you attend?",,6.0,0-1 km,0-1 km,,1,17.0,42.5
4,al-Baidha,work & education,5.0,,How close is the school/university/work/vocational training you attend to your house?,"How close to your house is the school, university, work, or vocational training that you attend?",,6.0,2-5 km,2-5 km,,2,1.0,2.5
4,al-Baidha,work & education,5.0,,How close is the school/university/work/vocational training you attend to your house?,"How close to your house is the school, university, work, or vocational training that you attend?",,6.0,11-15 km,11-15 km,,4,1.0,2.5
4,al-Baidha,work & education,5.0,,How close is the school/university/work/vocational training you attend to your house?,"How close to your house is the school, university, work, or vocational training that you attend?",,6.0,More than 20 km,More than 20 km,,6,1.0,2.5
4,al-Baidha,work & education,6.0,,How do you get to your school/university/work/vocational training?,"How do you get to your school, university, work, or vocational training?",,,I take a private bus,I take a private bus,,1,2.0,5.0
4,al-Baidha,work & education,6.0,,How do you get to your school/university/work/vocational training?,"How do you get to your school, university, work, or vocational training?",,,I take a public bus,I take a public bus,,2,1.0,2.5
4,al-Baidha,work & education,6.0,,How do you get to your school/university/work/vocational training?,"How do you get to your school, university, work, or vocational training?",,,I walk alone,I walk alone,,3,17.0,42.5
4,al-Baidha,work & education,7.0,,"On a scale ranging from 1 to 5 in which ""1"" means ""not valued at all"" and ""5"" means ""very valued"", how do evaluate how you feel treated by your teachers/bosses/professors?","How valued are you by your teachers, bosses, and/or professors?",,5.0,Not valued at all,Not valued at all,,1,1.0,2.5
4,al-Baidha,work & education,7.0,,"On a scale ranging from 1 to 5 in which ""1"" means ""not valued at all"" and ""5"" means ""very valued"", how do evaluate how you feel treated by your teachers/bosses/professors?","How valued are you by your teachers, bosses, and/or professors?",,5.0,2,Not really valued,,2,2.0,5.0
4,al-Baidha,work & education,7.0,,"On a scale ranging from 1 to 5 in which ""1"" means ""not valued at all"" and ""5"" means ""very valued"", how do evaluate how you feel treated by your teachers/bosses/professors?","How valued are you by your teachers, bosses, and/or professors?",,5.0,3,Neither valued nor not valued,,4,9.0,22.5
4,al-Baidha,work & education,7.0,,"On a scale ranging from 1 to 5 in which ""1"" means ""not valued at all"" and ""5"" means ""very valued"", how do evaluate how you feel treated by your teachers/bosses/professors?","How valued are you by your teachers, bosses, and/or professors?",,5.0,4,Valued,,5,2.0,5.0
4,al-Baidha,work & education,7.0,,"On a scale ranging from 1 to 5 in which ""1"" means ""not valued at all"" and ""5"" means ""very valued"", how do evaluate how you feel treated by your teachers/bosses/professors?","How valued are you by your teachers, bosses, and/or professors?",,5.0,Very valued,Very valued,,6,6.0,15.0
4,al-Baidha,work & education,8.0,,Please indicate whether they are provided at your school/university/work place? Library,"Is there a library at your school, university, workplace?",,2.0,No,No,,1,18.0,45.0
4,al-Baidha,work & education,8.0,,Please indicate whether they are provided at your school/university/work place? Library,"Is there a library at your school, university, workplace?",,2.0,Yes,Yes,,2,2.0,5.0
4,al-Baidha,work & education,9.0,,Please indicate whether they are provided at your school/university/work place? Girls bathrooms,"Are women's bathrooms provided at your school, university, or workplace?",,2.0,No,No,,1,16.0,40.0
4,al-Baidha,work & education,9.0,,Please indicate whether they are provided at your school/university/work place? Girls bathrooms,"Are women's bathrooms provided at your school, university, or workplace?",,2.0,Yes,Yes,,2,4.0,10.0
4,al-Baidha,work & education,10.0,,Please indicate whether they are provided at your school/university/work place? Boys bathrooms,"Are men's bathrooms provided at your school, university, or workplace?",,2.0,No,No,,1,17.0,42.5
4,al-Baidha,work & education,10.0,,Please indicate whether they are provided at your school/university/work place? Boys bathrooms,"Are men's bathrooms provided at your school, university, or workplace?",,2.0,Yes,Yes,,2,2.0,5.0
4,al-Baidha,youth,1.0,,"Is there any infrastructure in your vicinity that provides activities for youth? Such as youth centers, billiard, playgrounds, soccer/ basketball fields?","Are there any youth activities (such as youth centers, billiards clubs, playgrounds, soccer/basketball fields) in the area near where you live?",,3.0,No,No,,1,23.0,57.49999999999999
4,al-Baidha,youth,1.0,,"Is there any infrastructure in your vicinity that provides activities for youth? Such as youth centers, billiard, playgrounds, soccer/ basketball fields?","Are there any youth activities (such as youth centers, billiards clubs, playgrounds, soccer/basketball fields) in the area near where you live?",,3.0,Yes,Yes,,3,16.0,40.0
4,al-Baidha,youth,2.0,,Is this infrastructure youth friendly and in a good condition?,Are youth facilities in your area welcoming and in a good physical condition? ,,3.0,No,No,,1,4.0,10.0
4,al-Baidha,youth,2.0,,Is this infrastructure youth friendly and in a good condition?,Are youth facilities in your area welcoming and in a good physical condition? ,,3.0,Yes,Yes,,3,12.0,30.0
4,al-Baidha,youth,3.0,,"I will read a number of statements to you, please tell me how much you agree with them. I feel valued by my parents as a member of my family",My parents value me as a member of the family,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,1.0,2.5
4,al-Baidha,youth,3.0,,"I will read a number of statements to you, please tell me how much you agree with them. I feel valued by my parents as a member of my family",My parents value me as a member of the family,,5.0,I somewhat agree,Agree,,4,1.0,2.5
4,al-Baidha,youth,3.0,,"I will read a number of statements to you, please tell me how much you agree with them. I feel valued by my parents as a member of my family",My parents value me as a member of the family,,5.0,I agree,Strongly agree,,5,38.0,95.0
4,al-Baidha,youth,4.0,,"I will read a number of statements to you, please tell me how much you agree with them. My parents understand my needs and try their best to satisfy them",My parents understand my needs and try their best to satisfy them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,1.0,2.5
4,al-Baidha,youth,4.0,,"I will read a number of statements to you, please tell me how much you agree with them. My parents understand my needs and try their best to satisfy them",My parents understand my needs and try their best to satisfy them,,5.0,I somewhat agree,Agree,,4,3.0,7.5
4,al-Baidha,youth,4.0,,"I will read a number of statements to you, please tell me how much you agree with them. My parents understand my needs and try their best to satisfy them",My parents understand my needs and try their best to satisfy them,,5.0,I agree,Strongly agree,,5,36.0,90.0
4,al-Baidha,youth,5.0,,"I will read a number of statements to you, please tell me how much you agree with them. My parents give me the opportunity to communicate my needs to them",My parents give me the opportunity to communicate my needs to them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,1.0,2.5
4,al-Baidha,youth,5.0,,"I will read a number of statements to you, please tell me how much you agree with them. My parents give me the opportunity to communicate my needs to them",My parents give me the opportunity to communicate my needs to them,,5.0,I somewhat agree,Agree,,4,3.0,7.5
4,al-Baidha,youth,5.0,,"I will read a number of statements to you, please tell me how much you agree with them. My parents give me the opportunity to communicate my needs to them",My parents give me the opportunity to communicate my needs to them,,5.0,I agree,Strongly agree,,5,36.0,90.0
4,al-Baidha,youth,6.0,,"I will read a number of statements to you, please tell me how much you agree with them. My parents understand my problems and help me solve them",My parents understand my problems and help me solve them,,5.0,I neither agree nor disagree,Neither agree nor disagree,,3,1.0,2.5
4,al-Baidha,youth,6.0,,"I will read a number of statements to you, please tell me how much you agree with them. My parents understand my problems and help me solve them",My parents understand my problems and help me solve them,,5.0,I somewhat agree,Agree,,4,2.0,5.0
4,al-Baidha,youth,6.0,,"I will read a number of statements to you, please tell me how much you agree with them. My parents understand my problems and help me solve them",My parents understand my problems and help me solve them,,5.0,I agree,Strongly agree,,5,37.0,92.5
4,al-Baidha,youth,7.0,,"According to your opinion, Are Youth groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the youth groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Not active at all,Not active at all,,2,3.0,7.5
4,al-Baidha,youth,7.0,,"According to your opinion, Are Youth groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the youth groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Neither positive nor negative,Neither positive nor negative,,4,1.0,2.5
4,al-Baidha,youth,7.0,,"According to your opinion, Are Youth groups active in your area in a positive way, active in a negative way, neither positive nor negative, not active at all?","Are the youth groups in your area active in a positive, negative, or neutral way, or simply not active at all?",,5.0,Active in a positive way,In a positive way,,5,13.0,32.5
5,Taiz,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,5.0,Not available at all,"No, never",,1,4.0,2.1052631578947367
5,Taiz,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,5.0,Somewhat not available,Only sometimes,,2,10.0,5.263157894736842
5,Taiz,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,5.0,Somewhat available,Sometimes yes,,3,32.0,16.842105263157894
5,Taiz,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,5.0,Available,Yes,,4,46.0,24.210526315789473
5,Taiz,basic needs,1.0,y,Please tell me if Adequate  shelter/housing is available or not for your family,Does your family have access to adequate shelter/housing?,,5.0,Very available,"Yes, always",,5,98.0,51.578947368421055
5,Taiz,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,2.0,No,No,,1,110.0,57.89473684210527
5,Taiz,basic needs,2.0,y,"Thinking about the last year, have there been times when your family didn't have enough food for all household members?","In the past year, has there been an occasion when your family didn't have enough food to feed everyone?",,2.0,Yes,Yes,,2,80.0,42.10526315789473
5,Taiz,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,4.0,Not available,Never,,1,16.0,8.421052631578947
5,Taiz,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,4.0,Hardly available,Hardly ever,,2,75.0,39.473684210526315
5,Taiz,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,4.0,Somewhat available,Sometimes,,3,64.0,33.68421052631579
5,Taiz,basic needs,3.0,y,"According to your opinion, how available are these services and products in your area? Water",Is water available in your area?,,4.0,Very available,Always,,4,35.0,18.421052631578945
5,Taiz,basic needs,4.0,,"According to your opinion, how available are these services and products in your area? Fuel",Is fuel available in your area?,,4.0,Not available,Never,,1,87.0,45.78947368421053
5,Taiz,basic needs,4.0,,"According to your opinion, how available are these services and products in your area? Fuel",Is fuel available in your area?,,4.0,Hardly available,Hardly ever,,2,70.0,36.84210526315789
5,Taiz,basic needs,4.0,,"According to your opinion, how available are these services and products in your area? Fuel",Is fuel available in your area?,,4.0,Somewhat available,Sometimes,,3,21.0,11.052631578947368
5,Taiz,basic needs,4.0,,"According to your opinion, how available are these services and products in your area? Fuel",Is fuel available in your area?,,4.0,Very available,Always,,4,4.0,2.1052631578947367
